試合ID,履歴No,ピリオド,ピリオド残時間,チームID,チーム名,背番号1,背番号2,選手名1,選手名2,プレイテキスト,スコア,ピリオド終了フラグ,試合終了フラグ,選手ID1,選手ID2,アクション1,アクション2,アクション3,ホームアウェイ,エリア,X座標,Y座標,サイド
1111111,57,1,5:46,111,チームA,6,,選手6,,#6 選手6 プレイヤーイン,,0,0,10000006,0,86,0,0,1,,,,
1111111,58,1,5:46,111,チームA,7,,選手7,,#7 選手7 プレイヤーイン,,0,0,10000007,0,86,0,0,1,,,,
1111111,59,1,5:46,222,チームB,2,,選手14,,#2 選手14 プレイヤーアウト,,0,0,10000014,0,87,0,0,2,,,,
1111111,60,1,5:46,222,チームB,6,,選手18,,#6 選手18 プレイヤーイン,,0,0,10000018,0,86,0,0,2,,,,
1111111,61,1,5:46,111,チームA,7,,選手7,,#7 選手7 パーソナルファウル(1-2:0) 0ショット,,0,0,10000007,0,22,30,0,1,,,,
1111111,62,1,5:46,222,チームB,1,,選手13,,#1 選手13 ファウルドローン(2本),,0,0,10000013,0,15,0,0,2,,,,
1111111,63,1,5:43,222,チームB,3,,選手15,,#3 選手15 3Pシュート× ジャンプショット,,0,0,10000015,0,2,27,0,2,outsiderightwing,95.31999969,3.160000086,right
1111111,64,1,5:41,111,チームA,2,,選手2,,#2 選手2 ディフェンスリバウンド(0-2-2),,0,0,10000002,0,9,0,0,1,,,,
1111111,65,1,5:37,222,チームB,1,,選手13,,#1 選手13 パーソナルファウル(1-2:0) 0ショット,,0,0,10000013,0,22,30,0,2,,,,
1111111,66,1,5:37,111,チームA,7,,選手7,,#7 選手7 ファウルドローン(1本),,0,0,10000007,0,15,0,0,1,,,,
1111111,67,1,5:37,222,チームB,1,,選手13,,#1 選手13 プレイヤーアウト,,0,0,10000013,0,87,0,0,2,,,,
1111111,68,1,5:37,222,チームB,5,,選手17,,#5 選手17 プレイヤーアウト,,0,0,10000017,0,87,0,0,2,,,,
1111111,69,1,5:37,222,チームB,7,,選手19,,#7 選手19 プレイヤーイン,,0,0,10000019,0,86,0,0,2,,,,
1111111,70,1,5:37,222,チームB,8,,選手20,,#8 選手20 プレイヤーイン,,0,0,10000020,0,86,0,0,2,,,,
1111111,71,1,5:27,111,チームA,3,,選手3,,#3 選手3 2Pシュート インサイドペイント× プルアップジャンプショット,,0,0,10000003,0,6,98,0,1,inthepaint,19.19000053,62.77000046,left
1111111,72,1,5:25,111,チームA,,,,,チームオフェンスリバウンド(1-0-1),,0,0,0,0,18,0,0,1,,,,
1111111,73,1,5:24,111,チームA,6,,選手6,,#6 選手6 ターンオーバー(1本) バッドパス,,0,0,10000006,0,13,149,0,1,,,,
1111111,74,1,5:10,222,チームB,7,,選手19,,#7 選手19 2Pシュート インサイドペイント○(2点) ジャンプショット ポインツオフターンオーバー,11-8,0,0,10000019,0,4,27,36,2,underbasket,94.69999695,53.45000076,right
1111111,75,1,5:10,222,チームB,6,,選手18,,#6 選手18 アシスト(1本),,0,0,10000018,0,12,0,0,2,,,,
1111111,76,1,5:05,222,チームB,3,,選手15,,#3 選手15 パーソナルファウル(1-3:0) 0ショット,,0,0,10000015,0,22,30,0,2,,,,
1111111,77,1,5:05,111,チームA,6,,選手6,,#6 選手6 ファウルドローン(1本),,0,0,10000006,0,15,0,0,1,,,,
1111111,78,1,4:46,111,チームA,2,,選手2,,#2 選手2 2Pシュート インサイドペイント× レイアップ,,0,0,10000002,0,6,28,0,1,underbasket,6.860000134,42.43000031,left
1111111,79,1,4:44,222,チームB,7,,選手19,,#7 選手19 ディフェンスリバウンド(0-1-1),,0,0,10000019,0,9,0,0,2,,,,
1111111,80,1,4:37,111,チームA,6,,選手6,,#6 選手6 パーソナルファウル(1-3:0) 0ショット,,0,0,10000006,0,22,30,0,1,,,,
1111111,81,1,4:37,222,チームB,7,,選手19,,#7 選手19 ファウルドローン(1本),,0,0,10000019,0,15,0,0,2,,,,
1111111,82,1,4:37,111,チームA,2,,選手2,,#2 選手2 プレイヤーアウト,,0,0,10000002,0,87,0,0,1,,,,
1111111,83,1,4:37,111,チームA,8,,選手8,,#8 選手8 プレイヤーイン,,0,0,10000008,0,86,0,0,1,,,,
1111111,84,1,4:32,222,チームB,3,,選手15,,#3 選手15 2Pシュート インサイドペイント× ジャンプショット,,0,0,10000015,0,6,27,0,2,inthepaint,93.65000153,60.31000137,right
1111111,85,1,4:31,222,チームB,7,,選手19,,#7 選手19 オフェンスリバウンド(1-1-2),,0,0,10000019,0,10,0,0,2,,,,
1111111,86,1,4:31,222,チームB,7,,選手19,,#7 選手19 2Pシュート インサイドペイント○(4点) レイアップ セカンドチャンス,11-10,0,0,10000019,0,4,28,37,2,underbasket,94,50,right
1111111,87,1,4:16,222,チームB,8,,選手20,,#8 選手20 パーソナルファウル(1-4:0) 0ショット,,0,0,10000020,0,22,30,0,2,,,,
1111111,88,1,4:16,111,チームA,3,,選手3,,#3 選手3 ファウルドローン(1本),,0,0,10000003,0,15,0,0,1,,,,
1111111,89,1,4:16,111,チームA,1,,選手1,,#1 選手1 プレイヤーアウト,,0,0,10000001,0,87,0,0,1,,,,
1111111,90,1,4:16,111,チームA,9,,選手9,,#9 選手9 プレイヤーイン,,0,0,10000009,0,86,0,0,1,,,,
1111111,91,1,4:07,111,チームA,3,,選手3,,#3 選手3 2Pシュート インサイドペイント× ドライビングレイアップ,,0,0,10000003,0,6,94,0,1,underbasket,6.860000134,54.58000183,left
1111111,92,1,4:04,222,チームB,4,,選手16,,#4 選手16 ディフェンスリバウンド(0-2-2),,0,0,10000016,0,9,0,0,2,,,,
1111111,93,1,3:55,222,チームB,4,,選手16,,#4 選手16 2Pシュート アウトサイドペイント× フェイドアウェイ,,0,0,10000016,0,5,91,0,2,insideright,89.08000183,20.95000076,right
1111111,94,1,3:52,111,チームA,9,,選手9,,#9 選手9 ディフェンスリバウンド(0-1-1),,0,0,10000009,0,9,0,0,1,,,,
1111111,95,1,3:34,111,チームA,3,,選手3,,#3 選手3 2Pシュート インサイドペイント○(4点) ジャンプショット,13-10,0,0,10000003,0,4,27,0,1,underbasket,6.710000038,44.97000122,left
1111111,96,1,3:34,111,チームA,8,,選手8,,#8 選手8 アシスト(1本),,0,0,10000008,0,12,0,0,1,,,,
1111111,97,1,3:13,222,チームB,3,,選手15,,#3 選手15 2Pシュート アウトサイドペイント× プルアップジャンプショット,,0,0,10000015,0,5,98,0,2,insideright,81.75,23.79000092,right
1111111,98,1,3:08,222,チームB,,,,,チームオフェンスリバウンド(1-0-1),,0,0,0,0,18,0,0,2,,,,
1111111,99,1,3:08,222,チームB,,,,,ジャンプボール ヘルドボール,,0,0,0,0,107,114,0,2,,,,
1111111,100,1,3:08,111,チームA,3,,選手3,,#3 選手3 プレイヤーアウト,,0,0,10000003,0,87,0,0,1,,,,
1111111,101,1,3:08,111,チームA,8,,選手8,,#8 選手8 プレイヤーアウト,,0,0,10000008,0,87,0,0,1,,,,
1111111,102,1,3:08,111,チームA,10,,選手10,,#10 選手10 プレイヤーイン,,0,0,10000010,0,86,0,0,1,,,,
1111111,103,1,3:08,111,チームA,4,,選手4,,#4 選手4 プレイヤーイン,,0,0,10000004,0,86,0,0,1,,,,
1111111,104,1,3:08,222,チームB,3,,選手15,,#3 選手15 プレイヤーアウト,,0,0,10000015,0,87,0,0,2,,,,
1111111,105,1,3:08,222,チームB,4,,選手16,,#4 選手16 プレイヤーアウト,,0,0,10000016,0,87,0,0,2,,,,
1111111,106,1,3:08,222,チームB,9,,選手21,,#9 選手21 プレイヤーイン,,0,0,10000021,0,86,0,0,2,,,,
1111111,107,1,3:08,222,チームB,1,,選手13,,#1 選手13 プレイヤーイン,,0,0,10000013,0,86,0,0,2,,,,
1111111,108,1,2:57,222,チームB,7,,選手19,,#7 選手19 2Pシュート インサイドペイント× ダンク,,0,0,10000019,0,6,29,0,2,underbasket,93.59999847,46.95000076,right
1111111,109,1,2:57,111,チームA,4,,選手4,,#4 選手4 ブロックショット(1本),,0,0,10000004,0,11,0,0,1,,,,
1111111,110,1,2:53,111,チームA,9,,選手9,,#9 選手9 ディフェンスリバウンド(0-2-2),,0,0,10000009,0,9,0,0,1,,,,
1111111,111,1,2:41,111,チームA,7,,選手7,,#7 選手7 3Pシュート× ジャンプショット,,0,0,10000007,0,2,27,0,1,outsideleft,29.17000008,31.12999916,left
1111111,112,1,2:38,222,チームB,7,,選手19,,#7 選手19 ディフェンスリバウンド(1-2-3),,0,0,10000019,0,9,0,0,2,,,,
1111111,113,1,2:36,222,チームB,7,,選手19,,#7 選手19 ターンオーバー(1本) バッドパス,,0,0,10000019,0,13,149,0,2,,,,
1111111,114,1,2:36,111,チームA,10,,選手10,,#10 選手10 スティール(1本),,0,0,10000010,0,14,0,0,1,,,,
1111111,115,1,2:31,111,チームA,9,,選手9,,#9 選手9 3Pシュート× ジャンプショット,,0,0,10000009,0,2,27,0,1,outsideleft,23.87000084,14.46000004,left
1111111,116,1,2:26,222,チームB,,,,, チームディフェンスリバウンド(1-1-2),,0,0,0,0,19,0,0,2,,,,
1111111,117,1,2:09,222,チームB,8,,選手20,,#8 選手20 2Pシュート アウトサイドペイント○(2点) プルアップジャンプショット,13-12,0,0,10000020,0,3,98,0,2,insiderightwing,92.98000336,30.28000069,right
1111111,118,1,1:58,222,チームB,9,,選手21,,#9 選手21 パーソナルファウル(1-5:2) シューティング 2ショット,,0,0,10000021,0,22,32,39,2,,,,
1111111,119,1,1:58,111,チームA,6,,選手6,,#6 選手6 ファウルドローン(2本),,0,0,10000006,0,15,0,0,1,,,,
1111111,120,1,1:58,111,チームA,6,,選手6,,#6 選手6 フリースロー○(1点) 1/2 ファストブレイク,14-12,0,0,10000006,0,7,102,35,1,,,,
1111111,121,1,1:58,111,チームA,6,,選手6,,#6 選手6 フリースロー○(2点) 2/2 ファストブレイク,15-12,0,0,10000006,0,7,104,35,1,,,,
1111111,122,1,1:44,222,チームB,9,,選手21,,#9 選手21 ターンオーバー(1本) バッドパス,,0,0,10000021,0,13,149,0,2,,,,
1111111,123,1,1:33,111,チームA,6,,選手6,,#6 選手6 2Pシュート インサイドペイント○(4点) ドライビングレイアップ ファストブレイクポインツオフターンオーバー,17-12,0,0,10000006,0,4,94,38,1,inthepaint,10.60999966,52.59999847,left
1111111,124,1,1:33,222,チームB,,,,,タイムアウト フル,,0,0,0,0,88,139,0,2,,,,
1111111,125,1,1:33,222,チームB,9,,選手21,,#9 選手21 プレイヤーアウト,,0,0,10000021,0,87,0,0,2,,,,
1111111,126,1,1:33,222,チームB,2,,選手14,,#2 選手14 プレイヤーイン,,0,0,10000014,0,86,0,0,2,,,,
1111111,127,1,1:18,222,チームB,6,,選手18,,#6 選手18 2Pシュート インサイドペイント○(2点) ドライビングレイアップ,17-14,0,0,10000018,0,4,94,0,2,inthepaint,91.26000214,58.25,right
1111111,128,1,0:50,222,チームB,2,,選手14,,#2 選手14 パーソナルファウル(1-6:2) 2ショット,,0,0,10000014,0,22,32,0,2,,,,
1111111,129,1,0:50,111,チームA,6,,選手6,,#6 選手6 ファウルドローン(3本),,0,0,10000006,0,15,0,0,1,,,,
1111111,130,1,0:50,111,チームA,6,,選手6,,#6 選手6 フリースロー× 1/2,,0,0,10000006,0,8,102,0,1,,,,
1111111,131,1,0:50,111,チームA,6,,選手6,,#6 選手6 フリースロー○(5点) 2/2,18-14,0,0,10000006,0,7,104,0,1,,,,
1111111,132,1,0:34,222,チームB,1,,選手13,,#1 選手13 2Pシュート インサイドペイント× ジャンプショット,,0,0,10000013,0,6,27,0,2,inthepaint,90.01999664,55.99000168,right
1111111,133,1,0:32,222,チームB,1,,選手13,,#1 選手13 オフェンスリバウンド(1-0-1),,0,0,10000013,0,10,0,0,2,,,,
1111111,134,1,0:32,222,チームB,1,,選手13,,#1 選手13 2Pシュート インサイドペイント× レイアップ,,0,0,10000013,0,6,28,0,2,underbasket,94,50,right
1111111,135,1,0:30,222,チームB,7,,選手19,,#7 選手19 オフェンスリバウンド(2-2-4),,0,0,10000019,0,10,0,0,2,,,,
1111111,136,1,0:22,222,チームB,6,,選手18,,#6 選手18 ターンオーバー(1本) ボールハンドリング,,0,0,10000018,0,13,147,0,2,,,,
1111111,137,1,0:22,111,チームA,9,,選手9,,#9 選手9 スティール(1本),,0,0,10000009,0,14,0,0,1,,,,
1111111,138,1,0:16,222,チームB,7,,選手19,,#7 選手19 パーソナルファウル(1-7:2) 2ショット,,0,0,10000019,0,22,32,0,2,,,,
1111111,139,1,0:16,111,チームA,4,,選手4,,#4 選手4 ファウルドローン(2本),,0,0,10000004,0,15,0,0,1,,,,
1111111,140,1,0:16,222,チームB,7,,選手19,,#7 選手19 プレイヤーアウト,,0,0,10000019,0,87,0,0,2,,,,
1111111,141,1,0:16,222,チームB,4,,選手16,,#4 選手16 プレイヤーイン,,0,0,10000016,0,86,0,0,2,,,,
1111111,142,1,0:16,111,チームA,4,,選手4,,#4 選手4 フリースロー○(5点) 1/2 ファストブレイクポインツオフターンオーバー,19-14,0,0,10000004,0,7,102,38,1,,,,
1111111,143,1,0:16,111,チームA,4,,選手4,,#4 選手4 フリースロー○(6点) 2/2 ファストブレイクポインツオフターンオーバー,20-14,0,0,10000004,0,7,104,38,1,,,,
1111111,144,1,0:04,222,チームB,2,,選手14,,#2 選手14 ターンオーバー(1本) ボールハンドリング,,0,0,10000014,0,13,147,0,2,,,,
1111111,145,1,0:04,111,チームA,6,,選手6,,#6 選手6 スティール(1本),,0,0,10000006,0,14,0,0,1,,,,
1111111,146,1,0:00,0,,,,,,,20-14,1,0,0,0,83,0,0,0,,,,
1111111,147,2,10:00,222,チームB,2,,選手14,,#2 選手14 プレイヤーアウト,,0,0,10000014,0,87,0,0,2,,,,
1111111,148,2,10:00,222,チームB,3,,選手15,,#3 選手15 プレイヤーイン,,0,0,10000015,0,86,0,0,2,,,,
1111111,149,2,9:48,111,チームA,6,,選手6,,#6 選手6 2Pシュート アウトサイドペイント× ジャンプショット,,0,0,10000006,0,5,27,0,1,insideright,20.75,70.40000153,left
1111111,150,2,9:46,222,チームB,1,,選手13,,#1 選手13 ディフェンスリバウンド(1-1-2),,0,0,10000013,0,9,0,0,2,,,,
1111111,151,2,9:31,222,チームB,4,,選手16,,#4 選手16 3Pシュート× プルアップジャンプショット,,0,0,10000016,0,2,98,0,2,outsidecenter,68.94999695,60.50999832,right
1111111,152,2,9:28,222,チームB,8,,選手20,,#8 選手20 オフェンスリバウンド(1-0-1),,0,0,10000020,0,10,0,0,2,,,,
1111111,153,2,9:18,222,チームB,4,,選手16,,#4 選手16 ターンオーバー(2本) バッドパス,,0,0,10000016,0,13,149,0,2,,,,
1111111,154,2,9:18,111,チームA,10,,選手10,,#10 選手10 スティール(2本),,0,0,10000010,0,14,0,0,1,,,,
1111111,155,2,8:54,111,チームA,6,,選手6,,#6 選手6 3Pシュート○(8点) プルアップジャンプショット ポインツオフターンオーバー,23-14,0,0,10000006,0,1,98,36,1,outsideleft,26.98999977,23.21999931,left
1111111,156,2,8:37,222,チームB,3,,選手15,,#3 選手15 2Pシュート インサイドペイント× ジャンプショット,,0,0,10000015,0,6,27,0,2,inthepaint,89.23999786,38.18999863,right
1111111,157,2,8:35,222,チームB,1,,選手13,,#1 選手13 オフェンスリバウンド(2-1-3),,0,0,10000013,0,10,0,0,2,,,,
1111111,158,2,8:34,111,チームA,4,,選手4,,#4 選手4 パーソナルファウル(1-1:2) シューティング 2ショット,,0,0,10000004,0,22,32,39,1,,,,
1111111,159,2,8:34,222,チームB,1,,選手13,,#1 選手13 ファウルドローン(3本),,0,0,10000013,0,15,0,0,2,,,,
1111111,160,2,8:34,111,チームA,6,,選手6,,#6 選手6 プレイヤーアウト,,0,0,10000006,0,87,0,0,1,,,,
1111111,161,2,8:34,111,チームA,9,,選手9,,#9 選手9 プレイヤーアウト,,0,0,10000009,0,87,0,0,1,,,,
1111111,162,2,8:34,111,チームA,1,,選手1,,#1 選手1 プレイヤーイン,,0,0,10000001,0,86,0,0,1,,,,
1111111,163,2,8:34,111,チームA,5,,選手5,,#5 選手5 プレイヤーイン,,0,0,10000005,0,86,0,0,1,,,,
1111111,164,2,8:34,222,チームB,1,,選手13,,#1 選手13 フリースロー○(4点) 1/2 セカンドチャンス,23-15,0,0,10000013,0,7,102,37,2,,,,
1111111,165,2,8:34,222,チームB,1,,選手13,,#1 選手13 フリースロー○(5点) 2/2 セカンドチャンス,23-16,0,0,10000013,0,7,104,37,2,,,,
1111111,166,2,8:18,111,チームA,1,,選手1,,#1 選手1 ターンオーバー(1本) ボールハンドリング,,0,0,10000001,0,13,147,0,1,,,,
1111111,167,2,8:18,222,チームB,3,,選手15,,#3 選手15 スティール(1本),,0,0,10000015,0,14,0,0,2,,,,
1111111,168,2,8:14,222,チームB,4,,選手16,,#4 選手16 ターンオーバー(3本) バッドパス,,0,0,10000016,0,13,149,0,2,,,,
1111111,169,2,8:14,222,チームB,6,,選手18,,#6 選手18 プレイヤーアウト,,0,0,10000018,0,87,0,0,2,,,,
1111111,170,2,8:14,222,チームB,5,,選手17,,#5 選手17 プレイヤーイン,,0,0,10000017,0,86,0,0,2,,,,
1111111,171,2,8:12,111,チームA,10,,選手10,,#10 選手10 2Pシュート インサイドペイント○(2点) ジャンプショット ポインツオフターンオーバー,25-16,0,0,10000010,0,4,27,36,1,underbasket,5.769999981,44.11999893,left
1111111,172,2,8:12,111,チームA,1,,選手1,,#1 選手1 アシスト(2本),,0,0,10000001,0,12,0,0,1,,,,
1111111,173,2,7:48,222,チームB,4,,選手16,,#4 選手16 2Pシュート インサイドペイント× ジャンプショット,,0,0,10000016,0,6,27,0,2,underbasket,94.06999969,44.40999985,right
1111111,174,2,7:48,111,チームA,4,,選手4,,#4 選手4 ブロックショット(2本),,0,0,10000004,0,11,0,0,1,,,,
1111111,175,2,7:47,111,チームA,7,,選手7,,#7 選手7 ディフェンスリバウンド(0-1-1),,0,0,10000007,0,9,0,0,1,,,,
1111111,176,2,7:41,222,チームB,3,,選手15,,#3 選手15 パーソナルファウル(2-1:0) 0ショット,,0,0,10000015,0,22,30,0,2,,,,
1111111,177,2,7:41,111,チームA,7,,選手7,,#7 選手7 ファウルドローン(2本),,0,0,10000007,0,15,0,0,1,,,,
1111111,178,2,7:41,222,チームB,3,,選手15,,#3 選手15 プレイヤーアウト,,0,0,10000015,0,87,0,0,2,,,,
1111111,179,2,7:41,222,チームB,8,,選手20,,#8 選手20 プレイヤーアウト,,0,0,10000020,0,87,0,0,2,,,,
1111111,180,2,7:41,222,チームB,2,,選手14,,#2 選手14 プレイヤーイン,,0,0,10000014,0,86,0,0,2,,,,
1111111,181,2,7:41,222,チームB,7,,選手19,,#7 選手19 プレイヤーイン,,0,0,10000019,0,86,0,0,2,,,,
1111111,182,2,7:34,111,チームA,5,,選手5,,#5 選手5 3Pシュート× ジャンプショット,,0,0,10000005,0,2,27,0,1,outsiderightwing,4.210000038,95.81999969,left
1111111,183,2,7:32,222,チームB,,,,, チームディフェンスリバウンド(1-2-3),,0,0,0,0,19,0,0,2,,,,
